order_id,customer_id,restaurant_id,order_time,customer_location,restaurant_location,order_value,rating,delivery_time
4564,6512,559,2024-04-06 14:27:52,15th Floor,Suite 6,3609.62,2.55,2024-04-06 15:21:13
1306,3972,606,2024-04-06 19:51:44,4th Floor,Apt 1709,2811.68,0.54,2024-04-06 20:21:09
2844,7735,512,2024-04-06 09:54:06,Suite 67,17th Floor,2042.08,4.8,2024-04-06 10:14:32
9708,8445,497,2024-04-06 09:11:11,Suite 48,2nd Floor,3707.0,0.35,2024-04-06 10:07:27
2234,3204,664,2024-04-06 19:28:07,Apt 164,Apt 501,1467.13,3.01,2024-04-06 20:16:45
8046,4969,920,2024-04-06 19:19:16,13th Floor,PO Box 81335,1617.39,3.96,2024-04-06 19:24:31
2006,6431,391,2024-04-06 13:38:37,PO Box 96628,9th Floor,3752.3,4.13,2024-04-06 14:18:04
1459,2660,876,2024-04-06 09:27:08,PO Box 34104,18th Floor,132.62,0.25,2024-04-06 09:29:09
7728,8656,347,2024-04-06 02:25:50,Suite 28,Room 1038,695.62,2.92,2024-04-06 02:49:59
7127,6519,468,2024-04-06 13:35:21,Room 1275,14th Floor,1554.86,2.01,2024-04-06 14:25:24
4014,1284,867,2024-04-06 04:27:44,Room 644,Suite 47,924.59,0.2,2024-04-06 05:10:59
6246,7388,224,2024-04-06 03:54:36,Apt 209,Suite 8,742.13,0.84,2024-04-06 04:15:49
6497,6297,538,2024-04-06 02:38:56,18th Floor,Room 1383,951.09,0.77,2024-04-06 03:15:45
3716,4163,600,2024-04-06 18:40:05,Suite 52,4th Floor,1581.9,0.41,2024-04-06 19:05:32
5300,6648,360,2024-04-06 10:15:07,13th Floor,Room 1274,947.2,2.07,2024-04-06 10:29:01
3112,9469,440,2024-04-06 10:33:15,Apt 1459,Suite 97,1613.46,0.55,2024-04-06 10:37:37
5412,6712,739,2024-04-06 21:57:39,Suite 100,PO Box 44227,1669.74,0.35,2024-04-06 22:22:00
7068,6506,338,2024-04-06 13:58:07,Suite 7,Apt 561,712.54,0.04,2024-04-06 14:32:14
5448,8188,377,2024-04-06 07:31:49,PO Box 27822,Apt 74,2936.74,1.8,2024-04-06 08:02:40
7538,8256,211,2024-04-06 21:23:38,Room 1820,Apt 12,3613.67,0.11,2024-04-06 22:02:00
9344,4997,784,2024-04-06 03:22:33,Room 189,Apt 1251,1069.79,1.88,2024-04-06 04:12:30
6110,1072,421,2024-04-06 17:26:04,19th Floor,19th Floor,1878.02,1.02,2024-04-06 17:47:09
6055,1823,202,2024-04-06 17:13:17,Suite 99,PO Box 4911,460.36,2.16,2024-04-06 18:08:47
4938,7106,376,2024-04-06 16:22:34,Apt 71,PO Box 65999,1902.58,2.75,2024-04-06 16:53:27
5774,2189,808,2024-04-06 06:58:11,PO Box 61220,PO Box 83213,3904.15,0.7,2024-04-06 07:08:32
7095,1897,574,2024-04-06 12:31:07,Apt 694,Room 1619,2074.57,4.0,2024-04-06 12:44:35
2972,6400,449,2024-04-06 00:52:20,PO Box 87562,9th Floor,4317.26,0.89,2024-04-06 01:47:33
8334,4772,820,2024-04-06 09:26:14,Room 1686,Room 1436,2730.71,2.85,2024-04-06 09:51:03
5369,9472,848,2024-04-06 11:15:34,11th Floor,Suite 1,4257.61,1.2,2024-04-06 11:37:21
5484,7862,676,2024-04-06 10:44:45,12th Floor,Room 420,1419.27,1.56,2024-04-06 11:14:21
2765,2428,699,2024-04-06 14:37:53,Room 1689,PO Box 703,1221.1,0.16,2024-04-06 14:43:18
1341,5104,765,2024-04-06 06:25:08,Apt 1658,8th Floor,4220.95,4.05,2024-04-06 07:19:40
4178,5007,713,2024-04-06 18:00:58,Room 1840,Apt 275,757.63,4.87,2024-04-06 18:43:03
7335,1976,662,2024-04-06 13:55:18,6th Floor,Apt 840,627.19,3.29,2024-04-06 14:46:46
4768,6816,161,2024-04-06 02:09:36,PO Box 2272,Room 651,637.91,0.08,2024-04-06 02:52:45
8013,6614,504,2024-04-06 03:04:14,Apt 20,Room 1475,4097.65,3.28,2024-04-06 04:03:38
3311,3251,739,2024-04-06 02:10:03,Room 1427,Room 662,2073.12,1.25,2024-04-06 02:41:24
1246,8062,634,2024-04-06 10:55:43,Room 1682,PO Box 85701,3018.13,1.69,2024-04-06 11:06:11
9728,2124,896,2024-04-06 05:07:43,Room 1635,Apt 211,4083.82,3.63,2024-04-06 05:18:32
5380,6864,507,2024-04-06 16:39:50,Suite 35,PO Box 19909,4264.83,4.06,2024-04-06 16:49:50
9269,6580,851,2024-04-06 06:59:19,PO Box 19482,Apt 198,3345.12,3.64,2024-04-06 07:43:22
4259,1706,603,2024-04-06 15:13:13,PO Box 62861,PO Box 8690,921.97,2.33,2024-04-06 15:31:13
7069,7867,740,2024-04-06 10:31:22,Room 1217,12th Floor,897.59,2.46,2024-04-06 10:42:38
5964,5514,829,2024-04-06 21:14:32,Suite 57,Suite 60,3590.16,4.73,2024-04-06 22:14:16
1700,8699,867,2024-04-06 08:57:03,Room 1339,Room 589,4384.57,1.13,2024-04-06 09:29:06
6606,9102,997,2024-04-06 06:38:56,Suite 44,Apt 398,2609.35,3.1,2024-04-06 06:45:01
8871,4778,419,2024-04-06 05:21:45,Suite 92,Room 591,1940.04,0.37,2024-04-06 06:20:01
2138,5069,672,2024-04-06 05:59:36,PO Box 72518,16th Floor,104.12,0.13,2024-04-06 06:09:49
5510,5003,247,2024-04-06 13:12:37,Apt 1612,Suite 62,4861.0,0.69,2024-04-06 13:57:57
7842,9920,864,2024-04-06 19:00:26,9th Floor,Apt 1243,1691.32,4.17,2024-04-06 19:35:27
5509,4139,619,2024-04-06 03:29:33,18th Floor,Room 1397,2198.25,0.04,2024-04-06 03:41:09
3783,9769,417,2024-04-06 10:49:08,Room 55,Suite 89,4959.19,3.31,2024-04-06 11:00:09
3596,5819,808,2024-04-06 16:40:56,Apt 542,7th Floor,2509.81,2.95,2024-04-06 17:40:46
6071,5611,530,2024-04-06 16:41:43,4th Floor,Room 1771,1778.03,1.81,2024-04-06 17:24:03
8146,4261,690,2024-04-06 11:38:57,16th Floor,11th Floor,2463.29,2.33,2024-04-06 12:28:18
4203,4453,308,2024-04-06 02:47:48,Suite 14,Apt 1006,430.58,2.31,2024-04-06 03:31:29
2187,2102,324,2024-04-06 19:40:17,Apt 470,Apt 1199,250.52,1.05,2024-04-06 19:43:04
9763,8932,730,2024-04-06 19:41:54,1st Floor,PO Box 43696,3960.47,3.25,2024-04-06 20:16:08
4921,7976,439,2024-04-06 08:17:07,Room 1202,Room 380,3788.72,4.1,2024-04-06 08:57:04
6963,9968,329,2024-04-06 20:25:07,5th Floor,Suite 29,3551.56,2.39,2024-04-06 20:57:54
8341,2975,867,2024-04-06 21:29:54,Room 68,5th Floor,2346.3,0.27,2024-04-06 21:56:51
2245,9957,395,2024-04-06 12:55:59,PO Box 42838,Suite 55,1229.0,0.77,2024-04-06 13:06:55
6799,9038,130,2024-04-06 04:52:48,Room 1726,Suite 44,601.43,1.96,2024-04-06 05:38:43
9065,4870,776,2024-04-06 09:27:59,PO Box 8554,PO Box 52657,1585.27,2.69,2024-04-06 09:34:31
8161,7579,114,2024-04-06 19:19:06,PO Box 40126,Apt 499,1825.38,4.37,2024-04-06 20:03:10
1668,4846,591,2024-04-06 14:44:20,PO Box 8480,19th Floor,1916.77,4.73,2024-04-06 15:24:17
9398,6139,887,2024-04-06 07:29:03,PO Box 13528,PO Box 18777,4547.22,4.58,2024-04-06 07:46:35
3957,1021,716,2024-04-06 19:47:44,Apt 206,Room 1660,3112.94,0.55,2024-04-06 20:38:16
3945,6582,281,2024-04-06 16:43:46,Suite 46,Room 1233,2845.33,4.11,2024-04-06 16:52:52
5408,6288,141,2024-04-06 11:38:06,Apt 827,Apt 1751,2788.75,0.13,2024-04-06 12:03:35
4278,3978,953,2024-04-06 12:07:01,19th Floor,PO Box 37151,2301.74,4.34,2024-04-06 12:32:21
8047,8370,372,2024-04-06 14:16:28,Suite 81,Apt 1558,823.31,0.23,2024-04-06 14:58:35
8173,5439,407,2024-04-06 17:51:32,Room 1990,Apt 1991,3720.92,0.22,2024-04-06 18:32:44
7644,5607,732,2024-04-06 09:14:25,Suite 21,Room 603,1319.23,4.63,2024-04-06 09:18:56
9012,7016,698,2024-04-06 10:09:31,Suite 9,Room 117,3011.91,2.84,2024-04-06 10:45:40
5816,8283,474,2024-04-06 17:22:07,Apt 223,Suite 42,4173.78,4.97,2024-04-06 17:40:47
1479,6447,832,2024-04-06 17:28:38,Room 923,Room 1729,790.36,1.65,2024-04-06 17:47:10
3099,3323,802,2024-04-06 21:34:08,8th Floor,16th Floor,3355.9,0.41,2024-04-06 22:02:43
6196,8780,363,2024-04-06 14:56:23,Room 1193,17th Floor,4938.44,2.62,2024-04-06 15:50:47
8018,1121,454,2024-04-06 10:12:38,Apt 1613,Suite 31,655.56,0.78,2024-04-06 10:52:40
9713,4659,393,2024-04-06 01:49:48,Room 1867,Apt 919,1279.44,4.88,2024-04-06 02:30:44
4367,4848,906,2024-04-06 07:40:10,PO Box 744,Suite 100,450.86,1.21,2024-04-06 07:50:21
8003,6179,435,2024-04-06 11:35:50,Room 1144,Apt 129,3823.43,3.33,2024-04-06 12:13:49
3124,9981,481,2024-04-06 21:30:03,PO Box 7601,20th Floor,2892.35,4.44,2024-04-06 22:01:03
7723,9039,403,2024-04-06 05:36:37,Apt 617,Suite 20,4837.9,1.53,2024-04-06 05:40:03
7290,2372,555,2024-04-06 03:02:49,Apt 1377,Room 1146,3072.16,2.72,2024-04-06 03:43:37
4992,3859,806,2024-04-06 19:07:56,PO Box 45847,PO Box 99817,346.17,2.83,2024-04-06 19:50:55
6654,5746,825,2024-04-06 14:30:30,Room 933,PO Box 61822,1197.02,4.15,2024-04-06 14:33:31
6762,2634,651,2024-04-06 02:23:31,Apt 882,Room 511,3095.95,0.68,2024-04-06 02:43:16
7942,2781,993,2024-04-06 03:05:20,Apt 1758,8th Floor,1033.58,2.58,2024-04-06 03:14:55
3422,9838,909,2024-04-06 00:05:49,Apt 596,Apt 1407,437.71,0.84,2024-04-06 00:21:27
9298,9201,652,2024-04-06 16:48:47,Room 1074,Apt 1673,3723.19,1.05,2024-04-06 17:23:48
8667,6927,828,2024-04-06 21:23:12,Suite 33,Apt 109,2285.8,0.19,2024-04-06 21:38:58
1489,1831,918,2024-04-06 21:01:14,2nd Floor,Suite 92,4232.03,2.16,2024-04-06 21:31:07
9169,2482,792,2024-04-06 03:51:40,Suite 15,Apt 846,2817.79,2.5,2024-04-06 03:56:00
9625,8947,822,2024-04-06 07:24:48,Apt 1986,Room 1326,420.28,2.01,2024-04-06 07:48:03
9144,2929,456,2024-04-06 17:02:46,17th Floor,Suite 64,4638.68,0.06,2024-04-06 17:45:36
3519,9521,715,2024-04-06 17:38:46,13th Floor,Apt 1682,1219.12,0.53,2024-04-06 17:47:36
8803,7144,524,2024-04-06 20:10:42,11th Floor,Room 1002,825.37,1.12,2024-04-06 20:15:57
6349,3785,982,2024-04-06 02:02:04,Apt 1100,Apt 1005,1490.04,1.75,2024-04-06 02:45:12
3212,5188,503,2024-04-06 02:58:18,Room 1189,6th Floor,1736.38,4.89,2024-04-06 03:23:17
3724,1236,871,2024-04-06 13:44:11,PO Box 4616,Suite 100,4158.23,3.96,2024-04-06 14:08:07
9732,1282,440,2024-04-06 20:21:49,Room 1466,9th Floor,4838.12,4.58,2024-04-06 21:05:08
7335,5349,291,2024-04-06 07:09:46,PO Box 60416,Suite 41,4753.54,1.9,2024-04-06 08:00:29
3289,3508,264,2024-04-06 06:09:58,Apt 484,Apt 1774,483.38,2.16,2024-04-06 06:46:07
2287,9266,693,2024-04-06 09:20:04,9th Floor,PO Box 32112,3077.67,3.16,2024-04-06 10:06:48
2743,4654,506,2024-04-06 21:55:31,Suite 5,Apt 308,3218.5,1.28,2024-04-06 22:40:44
9655,6088,253,2024-04-06 14:04:39,Apt 637,Apt 1106,3305.57,2.57,2024-04-06 14:24:37
4790,9616,455,2024-04-06 00:46:52,Room 1749,Apt 193,2730.13,0.55,2024-04-06 01:07:15
5234,4744,482,2024-04-06 16:59:27,Apt 1354,Apt 1294,4981.85,4.45,2024-04-06 17:39:15
3420,4562,546,2024-04-06 18:06:21,PO Box 63270,Apt 1594,4939.35,1.7,2024-04-06 18:07:52
1585,5192,165,2024-04-06 12:06:35,Room 1937,PO Box 13108,3898.52,0.58,2024-04-06 12:25:09
2374,1714,331,2024-04-06 16:14:38,10th Floor,Suite 26,2759.39,0.63,2024-04-06 16:20:46
5074,2013,447,2024-04-06 16:37:02,13th Floor,Apt 575,3607.93,0.95,2024-04-06 17:29:12
4135,5229,150,2024-04-06 17:28:46,Room 1713,Room 1432,4666.44,4.85,2024-04-06 17:50:07
3065,4349,191,2024-04-06 08:15:14,Suite 4,Suite 61,267.76,3.37,2024-04-06 08:29:15
4773,2573,657,2024-04-06 21:19:57,Suite 46,15th Floor,1291.82,1.04,2024-04-06 21:46:49
1524,2608,227,2024-04-06 10:42:22,Suite 69,Suite 76,2281.4,4.36,2024-04-06 10:54:05
5844,3394,282,2024-04-06 03:12:18,PO Box 66345,PO Box 27236,4650.96,4.65,2024-04-06 04:03:50
7441,8660,924,2024-04-06 03:37:42,Apt 1035,11th Floor,1699.45,3.81,2024-04-06 04:27:57
2380,3353,250,2024-04-06 10:00:39,PO Box 69822,PO Box 66549,1598.29,1.52,2024-04-06 10:50:59
4889,7070,761,2024-04-06 00:28:30,Room 1809,Suite 69,2633.61,1.23,2024-04-06 00:48:37
2640,3555,103,2024-04-06 08:19:44,Suite 22,Room 127,4555.51,3.74,2024-04-06 08:54:57
7701,2955,224,2024-04-06 11:03:24,Suite 20,PO Box 27129,54.28,4.96,2024-04-06 11:45:41
7091,5903,210,2024-04-06 18:53:54,19th Floor,Suite 32,4553.06,4.85,2024-04-06 19:02:01
4696,8140,165,2024-04-06 00:13:10,Apt 1812,PO Box 75882,522.43,0.86,2024-04-06 00:57:23
1403,8675,785,2024-04-06 19:14:01,Room 1841,Apt 106,4924.28,1.57,2024-04-06 19:34:11
8702,4080,827,2024-04-06 14:19:26,Room 265,PO Box 7532,3650.38,1.56,2024-04-06 15:03:28
1235,6717,755,2024-04-06 03:16:22,Suite 31,Room 888,4366.61,3.43,2024-04-06 03:20:22
6950,6412,298,2024-04-06 17:51:00,2nd Floor,Suite 58,180.14,1.62,2024-04-06 18:03:27
6461,9737,979,2024-04-06 16:47:22,3rd Floor,Suite 35,3529.23,2.87,2024-04-06 17:22:04
7919,7198,676,2024-04-06 19:53:45,13th Floor,15th Floor,3232.9,4.28,2024-04-06 19:55:12
9314,9721,133,2024-04-06 00:46:21,4th Floor,Suite 88,3425.97,0.43,2024-04-06 01:37:48
3553,1224,937,2024-04-06 15:16:37,3rd Floor,Suite 74,4060.03,2.23,2024-04-06 15:35:38
8373,5053,904,2024-04-06 05:01:56,Apt 1382,19th Floor,109.07,2.03,2024-04-06 05:36:54
6825,5625,584,2024-04-06 07:03:37,Room 1098,Suite 97,3541.06,4.55,2024-04-06 07:33:32
5072,5523,113,2024-04-06 18:46:49,Room 1495,PO Box 5433,3061.4,1.26,2024-04-06 18:51:35
6243,3886,813,2024-04-06 11:16:21,11th Floor,14th Floor,3673.89,2.44,2024-04-06 11:39:15
3665,5571,598,2024-04-06 16:14:33,PO Box 3161,Room 262,3358.04,4.76,2024-04-06 17:07:08
3436,8525,933,2024-04-06 05:13:40,17th Floor,2nd Floor,1457.9,0.8,2024-04-06 05:52:38
6040,5376,836,2024-04-06 07:41:36,4th Floor,Apt 756,3939.49,2.41,2024-04-06 08:13:45
1865,9628,110,2024-04-06 17:25:09,Room 1777,PO Box 12022,906.94,4.35,2024-04-06 17:53:57
9106,2920,435,2024-04-06 05:16:08,Room 699,Apt 231,3020.76,0.27,2024-04-06 05:27:19
3338,9109,300,2024-04-06 04:14:16,Apt 1381,Suite 25,1772.32,4.68,2024-04-06 05:10:48
2885,1937,343,2024-04-06 07:19:27,Apt 92,Apt 1958,1634.03,0.45,2024-04-06 08:07:15
8794,3393,869,2024-04-06 12:15:41,Apt 848,19th Floor,42.09,2.15,2024-04-06 12:55:29
1162,3751,836,2024-04-06 19:37:16,Suite 22,Apt 588,307.06,4.82,2024-04-06 20:25:04
9251,1481,613,2024-04-06 17:19:23,Apt 1730,Apt 1371,670.68,4.4,2024-04-06 17:35:01
1329,5263,445,2024-04-06 09:39:35,Room 1625,PO Box 89401,3875.05,1.6,2024-04-06 09:49:09
1405,4859,490,2024-04-06 06:24:33,20th Floor,PO Box 57048,202.8,2.81,2024-04-06 06:25:52
5133,2318,904,2024-04-06 00:06:04,PO Box 84951,13th Floor,1047.93,1.96,2024-04-06 01:03:54
2626,7470,296,2024-04-06 02:10:23,17th Floor,Suite 96,2446.01,2.98,2024-04-06 02:41:38
2065,3230,132,2024-04-06 13:26:07,Suite 32,6th Floor,2762.24,2.25,2024-04-06 13:56:47
2096,4352,837,2024-04-06 02:24:01,Suite 71,Room 1425,416.12,0.7,2024-04-06 02:24:47
2784,2718,218,2024-04-06 03:55:52,Apt 848,Suite 1,3305.15,2.92,2024-04-06 04:18:35
3072,9216,248,2024-04-06 15:42:39,Room 74,Suite 9,3617.69,4.91,2024-04-06 16:07:59
9129,1821,989,2024-04-06 19:05:35,Room 1830,Apt 1905,1182.54,0.97,2024-04-06 19:22:21
5236,6387,855,2024-04-06 17:31:42,Apt 1929,Apt 1935,3633.06,1.12,2024-04-06 17:38:07
1980,7469,403,2024-04-06 14:12:33,Suite 70,17th Floor,3331.86,4.3,2024-04-06 14:40:56
4652,5898,891,2024-04-06 08:34:28,5th Floor,Apt 1732,3461.5,1.11,2024-04-06 08:57:43
3635,2810,196,2024-04-06 15:47:18,Room 614,Apt 1164,2770.79,0.37,2024-04-06 16:37:44
4285,4722,424,2024-04-06 03:58:23,Suite 86,PO Box 66531,2919.86,0.2,2024-04-06 04:13:29
1557,9777,772,2024-04-06 21:36:54,19th Floor,Suite 48,173.46,4.64,2024-04-06 22:19:18
5505,9545,388,2024-04-06 13:17:27,3rd Floor,Room 275,1238.31,1.63,2024-04-06 13:20:34
1922,6846,594,2024-04-06 19:29:14,PO Box 65204,Suite 54,4321.81,2.84,2024-04-06 19:33:02
8418,4437,539,2024-04-06 08:49:08,PO Box 54942,15th Floor,778.09,0.37,2024-04-06 09:03:26
5235,5889,831,2024-04-06 07:10:26,PO Box 51881,PO Box 13582,2497.13,4.12,2024-04-06 07:23:41
8644,8211,590,2024-04-06 21:27:28,PO Box 7735,8th Floor,74.16,0.69,2024-04-06 21:49:49
9155,7325,727,2024-04-06 21:55:04,PO Box 63733,Suite 6,2000.93,1.13,2024-04-06 22:10:50
2195,1727,892,2024-04-06 10:45:52,10th Floor,PO Box 59977,4402.62,4.86,2024-04-06 11:06:22
3930,8814,637,2024-04-06 06:07:07,PO Box 22587,Room 97,3013.74,0.41,2024-04-06 06:41:39
6155,3937,168,2024-04-06 08:32:09,2nd Floor,Room 268,3959.11,0.18,2024-04-06 09:14:07
3084,5401,980,2024-04-06 07:28:56,Room 1432,Suite 58,874.09,0.17,2024-04-06 08:24:31
3252,3637,597,2024-04-06 14:29:36,Suite 91,11th Floor,3400.27,1.53,2024-04-06 14:58:17
9634,2277,184,2024-04-06 04:02:02,Apt 1628,Room 618,786.38,3.79,2024-04-06 05:00:39
5240,6550,655,2024-04-06 10:08:25,Suite 9,Suite 56,4582.86,2.0,2024-04-06 10:40:13
9232,3176,307,2024-04-06 03:32:04,11th Floor,Room 1060,3139.26,0.93,2024-04-06 03:49:15
1158,9196,238,2024-04-06 02:21:14,Apt 1865,Suite 34,3642.49,3.58,2024-04-06 03:14:11
4666,2507,204,2024-04-06 10:36:40,2nd Floor,Suite 37,755.85,1.95,2024-04-06 11:32:33
5195,2838,455,2024-04-06 15:43:34,PO Box 56805,Room 786,226.74,3.19,2024-04-06 16:22:37
1785,2561,949,2024-04-06 16:16:00,PO Box 36843,Suite 46,3416.87,1.05,2024-04-06 16:48:55
3360,6769,368,2024-04-06 03:08:58,Suite 62,Apt 466,3537.94,0.89,2024-04-06 03:27:19
2464,6834,265,2024-04-06 03:45:40,5th Floor,Suite 43,4077.14,3.27,2024-04-06 04:44:49
7229,1233,657,2024-04-06 19:21:57,Suite 96,7th Floor,2227.96,1.75,2024-04-06 19:22:53
9741,1356,948,2024-04-06 05:19:05,PO Box 46662,Apt 1016,597.9,1.15,2024-04-06 05:29:02
3536,9964,556,2024-04-06 17:37:55,Room 1603,Room 1447,4447.74,1.24,2024-04-06 18:14:54
8129,9874,192,2024-04-06 19:13:34,Room 118,8th Floor,1717.71,0.74,2024-04-06 19:47:24
6233,9030,624,2024-04-06 16:44:33,Room 1334,Suite 78,1307.05,0.95,2024-04-06 17:38:48
3259,3599,536,2024-04-06 02:39:07,Apt 1134,8th Floor,4414.43,2.68,2024-04-06 03:02:46
6396,8733,243,2024-04-06 01:55:36,PO Box 16362,PO Box 34224,1369.72,1.4,2024-04-06 02:46:33
8630,6737,761,2024-04-06 00:25:33,PO Box 40985,Apt 984,4760.64,1.74,2024-04-06 01:00:10
1076,1404,192,2024-04-06 15:49:55,Apt 1832,PO Box 32540,1252.53,2.5,2024-04-06 16:25:20
7486,8848,114,2024-04-06 03:13:12,PO Box 49986,Apt 1898,1341.49,2.9,2024-04-06 03:44:16
4830,8262,282,2024-04-06 15:36:18,Suite 16,Suite 82,728.93,2.22,2024-04-06 16:08:45
4457,9771,259,2024-04-06 03:02:08,Room 982,Room 1912,4590.28,3.21,2024-04-06 03:14:24
6779,9828,916,2024-04-06 07:14:19,14th Floor,PO Box 91918,2710.45,3.91,2024-04-06 07:49:48
7904,1761,643,2024-04-06 08:31:57,PO Box 96948,Suite 47,3200.5,1.6,2024-04-06 09:29:18
3558,5179,646,2024-04-06 10:53:31,Room 1430,Apt 471,4943.93,0.16,2024-04-06 11:50:48
7220,1425,795,2024-04-06 12:12:43,PO Box 32389,Apt 161,218.2,1.27,2024-04-06 13:02:56
6758,9960,829,2024-04-06 17:32:49,Room 400,Apt 1001,1141.98,1.26,2024-04-06 17:32:49
3618,7702,586,2024-04-06 10:35:35,11th Floor,PO Box 1350,498.98,1.8,2024-04-06 11:00:59
6197,4359,526,2024-04-06 16:01:31,Suite 76,Room 1471,3816.89,3.31,2024-04-06 16:58:20
1757,6500,941,2024-04-06 15:20:47,Apt 658,Suite 85,642.89,2.56,2024-04-06 15:35:28
5146,1029,276,2024-04-06 16:46:38,PO Box 58893,19th Floor,4175.1,2.62,2024-04-06 17:41:32
7510,8320,325,2024-04-06 17:07:59,Suite 51,PO Box 36410,53.58,2.0,2024-04-06 17:13:57
5667,9535,922,2024-04-06 04:59:31,Suite 58,PO Box 53167,647.34,0.65,2024-04-06 05:54:01
6405,2843,363,2024-04-06 10:49:37,12th Floor,PO Box 5637,4781.89,3.8,2024-04-06 10:49:42
4549,6308,185,2024-04-06 11:43:38,8th Floor,6th Floor,1618.37,2.0,2024-04-06 12:36:37
3176,1449,634,2024-04-06 11:13:15,Room 451,Suite 29,888.13,1.17,2024-04-06 12:05:23
8103,6109,160,2024-04-06 07:09:26,Suite 99,Suite 66,230.49,4.66,2024-04-06 07:44:02
6842,4080,264,2024-04-06 18:50:58,Apt 1141,20th Floor,3665.93,2.81,2024-04-06 19:43:53
3731,4431,445,2024-04-06 01:35:31,Suite 27,Apt 985,4011.22,0.15,2024-04-06 01:56:43
8290,8323,539,2024-04-06 01:42:27,Room 923,Room 1498,53.37,4.9,2024-04-06 02:37:36
8425,7496,136,2024-04-06 01:40:43,2nd Floor,Suite 45,847.98,1.93,2024-04-06 01:45:12
7024,6428,545,2024-04-06 07:09:06,PO Box 24284,Apt 1442,172.01,4.75,2024-04-06 07:45:42
7087,7151,110,2024-04-06 14:34:11,12th Floor,PO Box 30163,101.49,1.01,2024-04-06 14:41:23
6019,9102,630,2024-04-06 03:47:02,PO Box 91219,20th Floor,3340.1,2.21,2024-04-06 04:31:08
1767,3752,613,2024-04-06 21:37:28,Room 1551,14th Floor,2315.67,4.03,2024-04-06 21:47:24
4292,4084,413,2024-04-06 16:36:46,PO Box 53681,12th Floor,1412.69,0.3,2024-04-06 16:58:53
2015,1862,438,2024-04-06 03:04:07,15th Floor,Room 1950,3647.36,0.85,2024-04-06 03:45:30
8770,8586,787,2024-04-06 17:03:03,PO Box 75335,Apt 647,4228.77,4.48,2024-04-06 17:51:54
9174,9728,918,2024-04-06 07:45:36,Apt 1673,Room 774,2428.5,1.02,2024-04-06 07:59:27
7277,8285,664,2024-04-06 14:02:23,Apt 367,Apt 549,1153.82,0.82,2024-04-06 14:41:04
2203,8158,728,2024-04-06 01:56:08,PO Box 24584,Suite 18,2133.35,4.05,2024-04-06 02:28:39
2691,8713,689,2024-04-06 17:03:43,20th Floor,Apt 1206,4498.28,0.86,2024-04-06 17:35:19
2445,8972,902,2024-04-06 03:30:14,4th Floor,Room 854,4306.88,0.25,2024-04-06 03:49:16
2332,2490,292,2024-04-06 14:36:04,PO Box 58390,Apt 676,4551.12,0.6,2024-04-06 15:24:46
3388,9907,529,2024-04-06 19:09:03,Suite 60,10th Floor,1556.94,0.94,2024-04-06 19:57:09
9826,5705,113,2024-04-06 06:47:56,Suite 13,Room 1822,4769.46,1.53,2024-04-06 06:55:10
5816,4898,574,2024-04-06 03:26:10,Room 182,PO Box 48972,1017.52,0.84,2024-04-06 03:34:12
9817,2068,582,2024-04-06 17:59:55,PO Box 33040,PO Box 49702,1963.79,2.36,2024-04-06 18:48:44
3739,8383,223,2024-04-06 15:56:18,Room 895,9th Floor,2336.3,4.55,2024-04-06 16:32:28
7623,9953,630,2024-04-06 16:20:19,Room 812,Room 374,54.22,2.38,2024-04-06 17:14:59
2003,9966,571,2024-04-06 20:25:58,PO Box 95750,19th Floor,538.15,1.32,2024-04-06 21:17:10
5468,9048,913,2024-04-06 15:56:00,PO Box 45288,Suite 2,4424.47,1.25,2024-04-06 16:04:42
3897,2162,165,2024-04-06 01:12:03,Suite 2,1st Floor,4362.16,4.55,2024-04-06 01:17:23
1958,1228,149,2024-04-06 10:44:36,12th Floor,Suite 3,1082.99,3.17,2024-04-06 11:38:14
9518,7090,600,2024-04-06 11:42:51,PO Box 60471,5th Floor,3298.65,1.38,2024-04-06 11:55:03
4861,4130,532,2024-04-06 01:00:29,Apt 1356,Apt 483,1942.5,2.72,2024-04-06 01:32:53
2402,6123,810,2024-04-06 21:37:10,Apt 920,Apt 842,3902.17,3.22,2024-04-06 22:31:05
6365,1650,163,2024-04-06 09:37:38,1st Floor,Room 617,3703.93,0.31,2024-04-06 10:00:06
8415,5351,128,2024-04-06 03:07:31,8th Floor,Apt 745,1487.45,3.05,2024-04-06 03:37:36
3659,2556,995,2024-04-06 14:27:10,Apt 282,PO Box 16295,3726.79,1.48,2024-04-06 14:29:52
3617,6124,698,2024-04-06 06:22:23,PO Box 65055,Suite 92,1401.65,4.48,2024-04-06 06:42:14
4969,1205,830,2024-04-06 04:34:25,Room 857,PO Box 24937,4747.72,0.05,2024-04-06 05:06:27
6987,3421,125,2024-04-06 08:18:41,PO Box 1831,9th Floor,4421.68,3.98,2024-04-06 09:09:47
7157,9468,638,2024-04-06 07:43:19,PO Box 81594,Apt 830,4322.38,4.89,2024-04-06 07:46:44
9427,4348,644,2024-04-06 10:18:59,1st Floor,PO Box 41043,3730.69,1.27,2024-04-06 11:00:32
1676,6417,430,2024-04-06 11:02:43,Apt 1091,Suite 27,3268.95,0.79,2024-04-06 11:06:32
6440,2712,339,2024-04-06 08:49:10,6th Floor,20th Floor,3699.32,2.7,2024-04-06 09:38:34
5014,3696,300,2024-04-06 10:55:36,Apt 675,PO Box 61101,1569.74,1.25,2024-04-06 11:42:49
